Water kg/m3,Cement kg/m3,Water / Cement Ratio,Natural Coarse Aggregate Fineness Modulus,Natural Coarse Aggregate (kg/m3),Recycled Coarse Aggregate Fineness Modulus,Recycled coarse aggregate Absorption Capacity (%),Recycled Coarse Aggregate (kg/m3),Replacement Percentage of Recycled Coarse Aggregate (%),Natural Fine Aggregate Fineness Modulus,Natural Fine Aggregate (kg/m3),Crumb Rubber FM,Crumb Rubber (kg/m3),Replacement Percentage of Crumb Rubber (%),Addition of Fiber (kg/m3),Fiber Mass(%),No Fiber,PPFiber,SteelFiber,SteelTireWiresFiber,Age (Days),Compressive Strength (MPa)
119,385,0.31,6.5,1142,0,0,0,0,2.5,633,0,0,0,0,0,1,0,0,0,56,41
120,385,0.31,6.5,571,6.5,4.42,571,50,2.5,570,2.5,29,10,0,0,1,0,0,0,56,35
123,385,0.31,0,0,6.5,4.42,1142,100,2.5,507,2.5,57,20,0,0,1,0,0,0,56,38
120,385,0.31,6.5,1142,0,0,0,0,2.5,633,0,0,0,4.6,0.1,0,0,0,1,56,61
121.5,385,0.31,6.5,571,6.5,4.42,571,50,2.5,570,2.5,29,10,4.6,0.1,0,0,0,1,56,35
124,385,0.31,0,0,6.5,4.42,1142,100,2.5,507,2.5,57,20,4.6,0.1,0,0,0,1,56,40
393,874,0.45,6.5,950,0,0,0,0,1.47,874,0,0,0,0,0,1,0,0,0,28,34.05
393,874,0.45,0,0,6.5,2,855,90,1.47,874,2.5,95,10,0,0,1,0,0,0,28,30.87
393,874,0.45,0,0,6.5,2,855,90,1.47,874,2.5,95,10,0,0.25,0,0,0,1,28,28.63
393,874,0.45,0,0,6.5,2,855,90,1.47,874,2.5,95,10,0,0.5,0,0,0,1,28,27.2
393,874,0.45,0,0,6.5,2,855,90,1.47,874,2.5,95,10,0,1,0,0,0,1,28,26.16
393,874,0.45,0,0,6.5,2,760,80,1.47,874,2.5,190,20,0,0,1,0,0,0,28,29.57
393,874,0.45,0,0,6.5,2,760,80,1.47,874,2.5,190,20,0,0.25,0,0,0,1,28,27.61
393,874,0.45,0,0,6.5,2,760,80,1.47,874,2.5,190,20,0,0.5,0,0,0,1,28,26.12
393,874,0.45,0,0,6.5,2,760,80,1.47,874,2.5,190,20,0,1,0,0,0,1,28,25.48
393,874,0.45,0,0,6.5,2,665,70,1.47,874,2.5,285,30,0,0,1,0,0,0,28,28.21
393,874,0.45,0,0,6.5,2,665,70,1.47,874,2.5,285,30,0,0.25,0,0,0,1,28,26.57
393,874,0.45,0,0,6.5,2,665,70,1.47,874,2.5,285,30,0,0.5,0,0,0,1,28,25.5
393,874,0.45,0,0,6.5,2,665,70,1.47,874,2.5,285,30,0,1,0,0,0,1,28,24.42
393,874,0.45,0,0,6.5,2,570,60,1.47,874,2.5,380,40,0,0,1,0,0,0,28,26.88
393,874,0.45,0,0,6.5,2,570,60,1.47,874,2.5,380,40,0,0.25,0,0,0,1,28,24.91
393,874,0.45,0,0,6.5,2,570,60,1.47,874,2.5,380,40,0,0.5,0,0,0,1,28,23.32
393,874,0.45,0,0,6.5,2,570,60,1.47,874,2.5,380,40,0,1,0,0,0,1,28,23.01
393,874,0.45,0,0,6.5,2,475,50,1.47,874,2.5,475,50,0,0,1,0,0,0,28,24.35
393,874,0.45,0,0,6.5,2,475,50,1.47,874,2.5,475,50,0,0.25,0,0,0,1,28,22.81
393,874,0.45,0,0,6.5,2,475,50,1.47,874,2.5,475,50,0,0.5,0,0,0,1,28,20.82
393,874,0.45,0,0,6.5,2,475,50,1.47,874,2.5,475,50,0,1,0,0,0,1,28,19.67
170,485,0.35,6.5,1052,0,0,0,0,2.52,645,0,0,0,78,1,0,0,1,0,88,56.52
207,485,0.35,0,0,6.5,3.82,954,100,2.52,645,0,0,0,78,1,0,0,1,0,88,51.41
207,485,0.35,0,0,6.5,3.82,954,100,2.52,625,2.5,7.9,4,78,1,0,0,1,0,88,49.06
207,485,0.35,0,0,6.5,3.82,954,100,2.52,605,2.5,15.7,8,78,1,0,0,1,0,88,39.41
207,485,0.35,0,0,6.5,3.82,954,100,2.52,585,2.5,23.6,12,78,1,0,0,1,0,88,37.61
207,485,0.35,0,0,6.5,3.82,954,100,2.52,565,2.5,31.5,16,78,1,0,0,1,0,88,35.88
172,358.3,0.480044655,6.5,1041.2,0,0,0,0,2.52,785.5,0,0,0,0,0,1,0,0,0,90,45.65
172,358.3,0.480044655,6.5,1041.2,0,0,0,0,2.52,785.5,0,0,0,78,1,0,0,1,0,90,40.7
172,340.4,0.505287897,6.5,1041.2,0,0,0,0,2.52,785.5,0,0,0,78,1,0,0,1,0,90,44.42
172,322.5,0.533333333,6.5,1041.2,0,0,0,0,2.52,785.5,0,0,0,78,1,0,0,1,0,90,58.84
191.3,358.3,0.533910131,0,0,6.5,2.1,964.9,100,2.52,785.5,0,0,0,78,1,0,0,1,0,90,36.12
191.3,340.4,0.561985899,0,0,6.5,2.1,964.9,100,2.52,785.5,0,0,0,78,1,0,0,1,0,90,40.41
191.3,322.5,0.593178295,0,0,6.5,2.1,964.9,100,2.52,785.5,0,0,0,78,1,0,0,1,0,90,47.86
191.3,358.3,0.533910131,0,0,6.5,2.1,964.9,100,2.52,746.2,2.5,15.7,5,78,1,0,0,1,0,90,33.89
191.3,340.4,0.561985899,0,0,6.5,2.1,964.9,100,2.52,746.2,2.5,15.7,5,78,1,0,0,1,0,90,34.19
191.3,322.5,0.593178295,0,0,6.5,2.1,964.9,100,2.52,746.2,2.5,15.7,5,78,1,0,0,1,0,90,42.83
191.3,358.3,0.533910131,0,0,6.5,2.1,964.9,100,2.52,707,2.5,31.3,10,78,1,0,0,1,0,90,28.44
191.3,340.4,0.561985899,0,0,6.5,2.1,964.9,100,2.52,707,2.5,31.3,10,78,1,0,0,1,0,90,29.7
191.3,322.5,0.593178295,0,0,6.5,2.1,964.9,100,2.52,707,2.5,31.3,10,78,1,0,0,1,0,90,33.59
191.3,358.3,0.533910131,0,0,6.5,2.1,964.9,100,2.52,667.7,2.5,47,15,78,1,0,0,1,0,90,24.73
191.3,340.4,0.561985899,0,0,6.5,2.1,964.9,100,2.52,667.7,2.5,47,15,78,1,0,0,1,0,90,26.96
191.3,322.5,0.593178295,0,0,6.5,2.1,964.9,100,2.52,667.7,2.5,47,15,78,1,0,0,1,0,90,31.68
191.3,358.3,0.533910131,0,0,6.5,2.1,964.9,100,2.52,628.4,2.5,62.7,20,78,1,0,0,1,0,90,30.5
191.3,340.4,0.561985899,0,0,6.5,2.1,964.9,100,2.52,628.4,2.5,62.7,20,78,1,0,0,1,0,90,25.95
191.3,322.5,0.593178295,0,0,6.5,2.1,964.9,100,2.52,628.4,2.5,62.7,20,78,1,0,0,1,0,90,30.96
